Time  1 - default sample rate [s]	DD1_L [mV/V]	DD1_R [mV/V]
2.740	-0.00011	0.000	
2.750	-0.00011	0.000	
2.760	-0.00011	0.000	
2.770	0.000	0.000	
2.780	-0.00010	0.000	
2.790	-0.00014	0.000	
2.800	-0.00014	0.000	
2.810	-0.00011	0.000	
2.820	0.000	0.000	
2.830	0.000	0.000	
2.840	0.000	0.000	
2.850	-0.00010	0.000	
2.860	-0.00011	0.000	
2.870	-0.00011	0.000	
2.880	-0.00012	0.000	
2.890	-0.00013	0.000	
2.900	-0.00012	0.000	
2.910	0.000	0.000	
2.920	0.000	0.000	
2.930	-0.00012	0.000	
2.940	-0.00011	0.000	
2.950	0.000	0.000	
2.960	0.000	0.000	
2.970	0.000	0.000	
2.980	0.000	0.000	
2.990	0.000	0.000	
3.000	-0.00010	0.000	
3.010	-0.00011	0.000	
3.020	-0.00013	0.000	
3.030	-0.00012	0.000	
3.040	-0.00012	0.000	
3.050	-0.00012	0.000	
3.060	-0.00013	0.000	
3.070	-0.00015	0.000	
3.080	-0.00013	0.000	
3.090	0.000	0.000	
3.100	0.000	0.000	
3.110	0.000	0.000	
3.120	-0.00011	0.000	
3.130	-0.00012	0.000	
3.140	-0.00010	0.000	
3.150	-0.00010	0.000	
3.160	-0.00012	0.000	
3.170	0.000	0.000	
3.180	0.000	0.000	
3.190	-0.00012	0.000	
3.200	-0.00011	0.000	
3.210	0.000	0.000	
3.220	-0.00011	0.000	
3.230	-0.00014	0.000	
3.240	-0.00016	0.000	
3.250	-0.00015	0.000	
3.260	-0.00015	0.000	
3.270	-0.00013	0.000	
3.280	-0.00010	0.000	
3.290	0.000	0.000	
3.300	0.000	0.000	
3.310	0.000	0.000	
3.320	0.000	0.000	
3.330	0.000	0.000	
3.340	0.000	0.000	
3.350	0.000	0.000	
3.360	0.000	0.000	
3.370	0.000	0.000	
3.380	-0.00014	0.000	
3.390	-0.00014	0.000	
3.400	-0.00012	0.000	
3.410	0.000	0.000	
3.420	0.000	0.000	
3.430	0.000	0.000	
3.440	0.000	0.000	
3.450	0.000	0.000	
3.460	-0.00010	0.000	
3.470	-0.00017	0.000	
3.480	-0.00017	0.000	
3.490	-0.00012	0.000	
3.500	0.000	0.000	
3.510	0.000	0.000	
3.520	0.000	0.000	
3.530	0.000	0.000	
3.540	-0.00010	0.000	
3.550	-0.00016	0.000	
3.560	-0.00021	0.000	
3.570	-0.00019	0.000	
3.580	-0.00012	0.000	
3.590	-0.00011	0.000	
3.600	-0.00011	0.000	
3.610	0.000	0.000	
3.620	0.000	0.000	
3.630	0.000	0.000	
3.640	-0.00010	0.000	
3.650	0.000	0.000	
3.660	0.000	0.000	
3.670	0.000	0.000	
3.680	-0.00011	0.000	
3.690	-0.00011	0.000	
3.700	-0.00011	0.000	
3.710	0.000	0.000	
3.720	0.000	0.000	
3.730	0.000	0.000	
3.740	0.000	0.000	
3.750	0.000	0.000	
3.760	0.000	0.000	
3.770	0.000	0.000	
3.780	0.000	0.000	
3.790	0.000	0.000	
3.800	0.000	0.000	
3.810	-0.00012	0.000	
3.820	-0.00014	0.000	
3.830	-0.00014	0.000	
3.840	-0.00011	0.000	
3.850	-0.00011	0.000	
3.860	-0.00012	0.000	
3.870	-0.00013	0.000	
3.880	-0.00010	0.000	
3.890	0.000	0.000	
3.900	0.000	0.000	
3.910	0.000	0.000	
3.920	0.000	0.000	
3.930	0.000	0.000	
3.940	0.000	0.000	
3.950	-0.00011	0.000	
3.960	0.000	0.000	
3.970	-0.00010	0.000	
3.980	-0.00012	0.000	
3.990	-0.00015	0.000	
4.000	-0.00020	0.000	
4.010	-0.00019	0.000	
4.020	-0.00016	0.000	
4.030	-0.00013	0.000	
4.040	-0.00012	0.000	
4.050	0.000	0.000	
4.060	0.000	0.000	
4.070	0.000	0.000	
4.080	0.000	0.000	
4.090	0.000	0.000	
4.100	-0.00012	0.000	
4.110	-0.00012	0.000	
4.120	-0.00012	0.000	
4.130	0.000	0.000	
4.140	0.000	0.000	
4.150	0.000	0.000	
4.160	-0.00011	0.000	
4.170	-0.00011	0.000	
4.180	-0.00010	0.000	
4.190	0.000	0.000	
4.200	0.000	0.000	
4.210	0.000	0.000	
4.220	0.000	0.000	
4.230	-0.00012	0.000	
4.240	-0.00013	0.000	
4.250	-0.00014	0.000	
4.260	-0.00013	0.000	
4.270	-0.00016	0.000	
4.280	-0.00017	0.000	
4.290	-0.00013	0.000	
4.300	0.000	0.000	
4.310	0.000	0.000	
4.320	0.000	0.000	
4.330	-0.00010	0.000	
4.340	-0.00012	0.000	
4.350	-0.00012	0.000	
4.360	-0.00010	0.000	
4.370	-0.00010	0.000	
4.380	-0.00012	0.000	
4.390	-0.00012	0.000	
4.400	0.000	0.000	
4.410	-0.00010	0.000	
4.420	-0.00010	0.000	
4.430	0.000	0.000	
4.440	0.000	0.000	
4.450	-0.00010	0.000	
4.460	-0.00012	0.000	
4.470	-0.00015	0.000	
4.480	-0.00016	0.000	
4.490	-0.00016	0.000	
4.500	-0.00014	0.000	
4.510	-0.00014	0.000	
4.520	-0.00013	0.000	
4.530	-0.00011	0.000	
4.540	-0.00012	0.000	
4.550	-0.00015	0.000	
4.560	-0.00014	0.000	
4.570	-0.00014	0.000	
4.580	-0.00016	0.000	
4.590	-0.00015	0.000	
4.600	-0.00013	0.000	
4.610	-0.00015	0.000	
4.620	-0.00016	0.000	
4.630	-0.00016	0.000	
4.640	-0.00015	0.000	
4.650	-0.00015	0.000	
4.660	-0.00012	0.000	
4.670	0.000	0.000	
4.680	-0.00012	0.000	
4.690	-0.00014	0.000	
4.700	-0.00013	0.000	
4.710	-0.00013	0.000	
4.720	-0.00013	0.000	
4.730	-0.00014	0.000	
4.740	-0.00016	0.000	
4.750	-0.00016	0.000	
4.760	-0.00013	0.000	
4.770	-0.00011	0.000	
4.780	-0.00012	0.000	
4.790	-0.00014	0.000	
4.800	-0.00014	0.000	
4.810	-0.00015	0.000	
4.820	-0.00018	0.000	
4.830	-0.00018	0.000	
4.840	-0.00015	0.000	
4.850	-0.00018	0.000	
4.860	-0.00017	0.000	
4.870	-0.00012	0.000	
4.880	0.000	0.000	
4.890	-0.00011	0.000	
4.900	-0.00013	0.000	
4.910	-0.00014	0.000	
4.920	-0.00010	0.000	
4.930	0.000	0.000	
4.940	-0.00013	0.000	
4.950	-0.00012	0.000	
4.960	-0.00011	0.000	
4.970	-0.00012	0.000	
4.980	-0.00010	0.000	
4.990	-0.00010	0.000	
5.000	-0.00011	0.000	
5.010	-0.00012	0.000	
5.020	-0.00012	0.000	
5.030	-0.00013	0.000	
5.040	-0.00012	0.000	
5.050	0.000	0.000	
5.060	0.000	0.000	
5.070	-0.00010	0.000	
5.080	0.000	0.000	
5.090	0.000	0.000	
5.100	-0.00011	0.000	
5.110	-0.00014	0.000	
5.120	-0.00013	0.000	
5.130	-0.00014	0.000	
5.140	-0.00014	0.000	
5.150	-0.00014	0.000	
5.160	-0.00014	0.000	
5.170	-0.00014	0.000	
5.180	-0.00016	0.000	
5.190	-0.00017	0.000	
5.200	-0.00017	0.000	
5.210	-0.00017	-0.00010	
5.220	-0.00019	0.000	
5.230	-0.00018	0.000	
5.240	-0.00015	0.000	
5.250	-0.00013	-0.00010	
5.260	-0.00012	-0.00010	
5.270	-0.00013	0.000	
5.280	-0.00014	-0.00011	
5.290	-0.00013	-0.00011	
5.300	-0.00011	-0.00011	
5.310	-0.00011	-0.00012	
5.320	0.000	-0.00013	
5.330	0.000	-0.00012	
5.340	-0.00011	-0.00011	
5.350	-0.00010	-0.00011	
5.360	-0.00011	-0.00012	
5.370	-0.00011	-0.00011	
5.380	-0.00010	-0.00010	
5.390	-0.00012	-0.00012	
5.400	-0.00016	-0.00012	
5.410	-0.00016	-0.00013	
5.420	-0.00015	-0.00015	
5.430	-0.00014	-0.00015	
5.440	-0.00013	-0.00013	
5.450	-0.00013	-0.00013	
5.460	-0.00014	-0.00016	
5.470	-0.00013	-0.00015	
5.480	-0.00012	-0.00014	
5.490	-0.00014	-0.00014	
5.500	-0.00014	-0.00012	
5.510	-0.00013	-0.00011	
5.520	-0.00015	-0.00010	
5.530	-0.00014	0.000	
5.540	-0.00012	-0.00012	
5.550	-0.00012	-0.00014	
5.560	-0.00013	-0.00014	
5.570	-0.00014	-0.00014	
5.580	-0.00016	-0.00014	
5.590	-0.00016	-0.00013	
5.600	-0.00014	-0.00015	
5.610	-0.00011	-0.00017	
5.620	0.000	-0.00017	
5.630	-0.00011	-0.00015	
5.640	-0.00018	-0.00016	
5.650	-0.00022	-0.00015	
5.660	-0.00018	-0.00014	
5.670	-0.00013	-0.00014	
5.680	-0.00012	-0.00013	
5.690	-0.00013	-0.00012	
5.700	-0.00015	-0.00013	
5.710	-0.00018	-0.00016	
5.720	-0.00019	-0.00017	
5.730	-0.00019	-0.00016	
5.740	-0.00017	-0.00015	
5.750	-0.00018	-0.00013	
5.760	-0.00020	-0.00013	
5.770	-0.00022	-0.00014	
5.780	-0.00019	-0.00013	
5.790	-0.00016	-0.00013	
5.800	-0.00015	-0.00014	
5.810	-0.00014	-0.00014	
5.820	-0.00017	-0.00014	
5.830	-0.00018	-0.00015	
5.840	-0.00016	-0.00015	
5.850	-0.00015	-0.00016	
5.860	-0.00015	-0.00016	
5.870	-0.00017	-0.00017	
5.880	-0.00019	-0.00018	
5.890	-0.00019	-0.00018	
5.900	-0.00018	-0.00018	
5.910	-0.00018	-0.00018	
5.920	-0.00018	-0.00018	
5.930	-0.00016	-0.00017	
5.940	-0.00013	-0.00016	
5.950	-0.00014	-0.00017	
5.960	-0.00016	-0.00019	
5.970	-0.00017	-0.00020	
5.980	-0.00018	-0.00021	
5.990	-0.00019	-0.00020	
6.000	-0.00017	-0.00021	
6.010	-0.00016	-0.00021	
6.020	-0.00014	-0.00021	
6.030	-0.00013	-0.00021	
6.040	-0.00012	-0.00022	
6.050	-0.00011	-0.00025	
6.060	-0.00015	-0.00025	
6.070	-0.00018	-0.00023	
6.080	-0.00018	-0.00021	
6.090	-0.00016	-0.00022	
6.100	-0.00016	-0.00024	
6.110	-0.00017	-0.00023	
6.120	-0.00016	-0.00021	
6.130	-0.00013	-0.00021	
6.140	-0.00014	-0.00021	
6.150	-0.00012	-0.00021	
6.160	-0.00013	-0.00021	
6.170	-0.00016	-0.00021	
6.180	-0.00018	-0.00020	
6.190	-0.00017	-0.00021	
6.200	-0.00016	-0.00022	
6.210	-0.00013	-0.00025	
6.220	-0.00012	-0.00027	
6.230	-0.00013	-0.00026	
6.240	-0.00015	-0.00027	
6.250	-0.00014	-0.00028	
6.260	-0.00016	-0.00027	
6.270	-0.00017	-0.00026	
6.280	-0.00017	-0.00027	
6.290	-0.00015	-0.00028	
6.300	-0.00014	-0.00028	
6.310	-0.00012	-0.00028	
6.320	-0.00013	-0.00028	
6.330	-0.00015	-0.00031	
6.340	-0.00016	-0.00033	
6.350	-0.00017	-0.00033	
6.360	-0.00015	-0.00035	
6.370	-0.00013	-0.00035	
6.380	-0.00013	-0.00032	
6.390	-0.00013	-0.00030	
6.400	-0.00012	-0.00029	
6.410	-0.00013	-0.00026	
6.420	-0.00012	-0.00027	
6.430	-0.00015	-0.00029	
6.440	-0.00017	-0.00031	
6.450	-0.00015	-0.00033	
6.460	-0.00014	-0.00032	
6.470	-0.00013	-0.00031	
6.480	-0.00014	-0.00032	
6.490	-0.00013	-0.00031	
6.500	-0.00012	-0.00031	
6.510	-0.00014	-0.00032	
6.520	-0.00017	-0.00031	
6.530	-0.00018	-0.00030	
6.540	-0.00018	-0.00032	
6.550	-0.00018	-0.00035	
6.560	-0.00017	-0.00034	
6.570	-0.00015	-0.00034	
6.580	-0.00011	-0.00033	
6.590	-0.00012	-0.00033	
6.600	-0.00018	-0.00035	
6.610	-0.00020	-0.00035	
6.620	-0.00019	-0.00033	
6.630	-0.00016	-0.00031	
6.640	-0.00012	-0.00033	
6.650	0.000	-0.00035	
6.660	-0.00012	-0.00035	
6.670	-0.00015	-0.00035	
6.680	-0.00013	-0.00034	
6.690	-0.00010	-0.00032	
6.700	-0.00011	-0.00033	
6.710	-0.00013	-0.00032	
6.720	-0.00013	-0.00032	
6.730	-0.00013	-0.00032	
6.740	-0.00014	-0.00031	
6.750	-0.00016	-0.00031	
6.760	-0.00015	-0.00031	
6.770	-0.00016	-0.00032	
6.780	-0.00019	-0.00033	
6.790	-0.00019	-0.00033	
6.800	-0.00017	-0.00035	
6.810	-0.00015	-0.00039	
6.820	-0.00014	-0.00039	
6.830	-0.00017	-0.00036	
6.840	-0.00019	-0.00037	
6.850	-0.00019	-0.00040	
6.860	-0.00018	-0.00041	
6.870	-0.00017	-0.00038	
6.880	-0.00015	-0.00038	
6.890	-0.00012	-0.00041	
6.900	-0.00013	-0.00041	
6.910	-0.00014	-0.00040	
6.920	-0.00016	-0.00042	
6.930	-0.00016	-0.00043	
6.940	-0.00011	-0.00043	
6.950	0.000	-0.00042	
6.960	-0.00013	-0.00040	
6.970	-0.00013	-0.00040	
6.980	-0.00013	-0.00038	
6.990	-0.00016	-0.00037	
7.000	-0.00018	-0.00040	
7.010	-0.00017	-0.00042	
7.020	-0.00017	-0.00040	
7.030	-0.00021	-0.00040	
7.040	-0.00021	-0.00041	
7.050	-0.00017	-0.00043	
7.060	-0.00015	-0.00045	
7.070	-0.00014	-0.00045	
7.080	-0.00013	-0.00045	
7.090	-0.00012	-0.00045	
7.100	-0.00013	-0.00045	
7.110	-0.00017	-0.00047	
7.120	-0.00018	-0.00047	
7.130	-0.00015	-0.00046	
7.140	-0.00014	-0.00047	
7.150	-0.00014	-0.00046	
7.160	-0.00014	-0.00045	
7.170	-0.00014	-0.00047	
7.180	-0.00015	-0.00048	
7.190	-0.00018	-0.00047	
7.200	-0.00019	-0.00047	
7.210	-0.00016	-0.00050	
7.220	-0.00015	-0.00052	
7.230	-0.00017	-0.00051	
7.240	-0.00015	-0.00051	
7.250	-0.00014	-0.00052	
7.260	-0.00014	-0.00051	
7.270	-0.00016	-0.00050	
7.280	-0.00016	-0.00050	
7.290	-0.00014	-0.00051	
7.300	-0.00014	-0.00054	
7.310	-0.00015	-0.00055	
7.320	-0.00016	-0.00053	
7.330	-0.00015	-0.00050	
7.340	-0.00017	-0.00051	
7.350	-0.00018	-0.00053	
7.360	-0.00014	-0.00052	
7.370	-0.00013	-0.00051	
7.380	-0.00015	-0.00051	
7.390	-0.00015	-0.00053	
7.400	-0.00016	-0.00054	
7.410	-0.00016	-0.00053	
7.420	-0.00017	-0.00056	
7.430	-0.00018	-0.00056	
7.440	-0.00019	-0.00057	
7.450	-0.00017	-0.00058	
7.460	-0.00015	-0.00058	
7.470	-0.00015	-0.00059	
7.480	-0.00015	-0.00060	
7.490	-0.00015	-0.00060	
7.500	-0.00013	-0.00058	
7.510	-0.00013	-0.00057	
7.520	-0.00015	-0.00058	
7.530	-0.00015	-0.00059	
7.540	-0.00013	-0.00061	
7.550	-0.00014	-0.00063	
7.560	-0.00015	-0.00062	
7.570	-0.00015	-0.00061	
7.580	-0.00015	-0.00061	
7.590	-0.00017	-0.00060	
7.600	-0.00019	-0.00061	
7.610	-0.00019	-0.00060	
7.620	-0.00020	-0.00060	
7.630	-0.00017	-0.00060	
7.640	-0.00017	-0.00061	
7.650	-0.00017	-0.00063	
7.660	-0.00016	-0.00065	
7.670	-0.00018	-0.00063	
7.680	-0.00021	-0.00060	
7.690	-0.00022	-0.00060	
7.700	-0.00019	-0.00062	
7.710	-0.00017	-0.00062	
7.720	-0.00017	-0.00060	
7.730	-0.00018	-0.00060	
7.740	-0.00021	-0.00060	
7.750	-0.00020	-0.00060	
7.760	-0.00016	-0.00062	
7.770	-0.00017	-0.00064	
7.780	-0.00017	-0.00063	
7.790	-0.00018	-0.00062	
7.800	-0.00021	-0.00064	
7.810	-0.00023	-0.00065	
7.820	-0.00024	-0.00065	
7.830	-0.00025	-0.00065	
7.840	-0.00024	-0.00067	
7.850	-0.00022	-0.00066	
7.860	-0.00019	-0.00063	
7.870	-0.00016	-0.00063	
7.880	-0.00018	-0.00065	
7.890	-0.00020	-0.00067	
7.900	-0.00021	-0.00066	
7.910	-0.00020	-0.00065	
7.920	-0.00018	-0.00065	
7.930	-0.00017	-0.00067	
7.940	-0.00018	-0.00067	
7.950	-0.00022	-0.00070	
7.960	-0.00025	-0.00071	
7.970	-0.00023	-0.00069	
7.980	-0.00024	-0.00069	
7.990	-0.00025	-0.00069	
8.000	-0.00023	-0.00068	
8.010	-0.00022	-0.00068	
8.020	-0.00021	-0.00068	
8.030	-0.00022	-0.00068	
8.040	-0.00023	-0.00068	
8.050	-0.00020	-0.00065	
8.060	-0.00017	-0.00066	
8.070	-0.00018	-0.00067	
8.080	-0.00021	-0.00067	
8.090	-0.00024	-0.00070	
8.100	-0.00025	-0.00071	
8.110	-0.00020	-0.00070	
8.120	-0.00013	-0.00069	
8.130	-0.00012	-0.00070	
8.140	-0.00015	-0.00071	
8.150	-0.00017	-0.00070	
8.160	-0.00019	-0.00069	
8.170	-0.00020	-0.00071	
8.180	-0.00021	-0.00072	
8.190	-0.00021	-0.00074	
8.200	-0.00020	-0.00074	
8.210	-0.00020	-0.00074	
8.220	-0.00019	-0.00074	
8.230	-0.00022	-0.00073	
8.240	-0.00020	-0.00073	
8.250	-0.00017	-0.00074	
8.260	-0.00017	-0.00075	
8.270	-0.00017	-0.00076	
8.280	-0.00017	-0.00076	
8.290	-0.00018	-0.00075	
8.300	-0.00020	-0.00074	
8.310	-0.00021	-0.00074	
8.320	-0.00022	-0.00071	
8.330	-0.00025	-0.00072	
8.340	-0.00021	-0.00074	
8.350	-0.00020	-0.00076	
8.360	-0.00021	-0.00077	
8.370	-0.00021	-0.00078	
8.380	-0.00018	-0.00077	
8.390	-0.00018	-0.00075	
8.400	-0.00022	-0.00076	
8.410	-0.00023	-0.00075	
8.420	-0.00022	-0.00075	
8.430	-0.00020	-0.00074	
8.440	-0.00018	-0.00074	
8.450	-0.00019	-0.00076	
8.460	-0.00018	-0.00077	
8.470	-0.00018	-0.00077	
8.480	-0.00017	-0.00079	
8.490	-0.00019	-0.00079	
8.500	-0.00019	-0.00080	
8.510	-0.00021	-0.00077	
8.520	-0.00023	-0.00074	
8.530	-0.00024	-0.00074	
8.540	-0.00023	-0.00076	
8.550	-0.00021	-0.00079	
8.560	-0.00019	-0.00078	
8.570	-0.00021	-0.00077	
8.580	-0.00021	-0.00075	
8.590	-0.00022	-0.00077	
8.600	-0.00022	-0.00080	
8.610	-0.00021	-0.00080	
8.620	-0.00022	-0.00079	
8.630	-0.00022	-0.00078	
8.640	-0.00022	-0.00079	
8.650	-0.00023	-0.00081	
8.660	-0.00022	-0.00083	
8.670	-0.00019	-0.00083	
8.680	-0.00018	-0.00080	
8.690	-0.00018	-0.00079	
8.700	-0.00016	-0.00080	
8.710	-0.00017	-0.00081	
8.720	-0.00015	-0.00082	
8.730	-0.00018	-0.00083	
8.740	-0.00024	-0.00082	
8.750	-0.00025	-0.00082	
8.760	-0.00022	-0.00080	
8.770	-0.00021	-0.00079	
8.780	-0.00019	-0.00078	
8.790	-0.00018	-0.00079	
8.800	-0.00019	-0.00079	
8.810	-0.00020	-0.00082	
8.820	-0.00020	-0.00083	
8.830	-0.00018	-0.00084	
8.840	-0.00019	-0.00084	
8.850	-0.00019	-0.00084	
8.860	-0.00016	-0.00081	
8.870	-0.00017	-0.00080	
8.880	-0.00020	-0.00081	
8.890	-0.00020	-0.00081	
8.900	-0.00019	-0.00082	
8.910	-0.00020	-0.00084	
8.920	-0.00022	-0.00084	
8.930	-0.00021	-0.00083	
8.940	-0.00022	-0.00083	
8.950	-0.00020	-0.00084	
8.960	-0.00018	-0.00084	
8.970	-0.00018	-0.00084	
8.980	-0.00020	-0.00084	
8.990	-0.00019	-0.00084	
9.000	-0.00015	-0.00084	
9.010	-0.00016	-0.00084	
9.020	-0.00021	-0.00084	
9.030	-0.00022	-0.00084	
9.040	-0.00024	-0.00082	
9.050	-0.00023	-0.00081	
9.060	-0.00019	-0.00082	
